# 1-based channel order
5,
6, 
7, 
8, 
2, screw
3, 
4, 
9, screw
1, tetrode
10, tetrode
11, tetrode
32, tetrode
12, dead
13, tetrode
30, dead
31, tetrode
14, tetrode
15, tetrode
16, tetrode
29, tetrode
17, tetrode
18, tetrode
19, tetrode
28, tetrode
20, tetrode
21, tetrode
26, tetrode
27, tetrode
22, tetrode
23, tetrode
24, dead
25, dead
